Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year,TeamID,WTeamID,WScore,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,Luck_x,SOS_AdjEM_x,SOS_OppO_x,SOS_OppD_x,NCSOS_AdjEM_x,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LTeamID,LScore,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,Luck_y,SOS_AdjEM_y,SOS_OppO_y,SOS_OppD_y,NCSOS_AdjEM_y,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
24,purdue,18.57,109.3,90.8,64.6,-0.104,12.19,108.4,96.3,2.78,2020,1345.0,1345,75.125,18.569999999999997,109.29999999999997,90.79999999999997,64.60000000000001,-0.10400000000000004,12.19,108.40000000000003,96.29999999999997,2.7800000000000007,27.5,58.6875,8.875,23.25,11.25,16.3125,11.8125,25.0,16.875,10.8125,7.5625,3.75,15.5,1297.9375,55.25,18.569999999999997,109.29999999999997,90.79999999999997,64.60000000000001,-0.10400000000000004,12.19,108.40000000000003,96.29999999999997,2.7800000000000007,19.8125,53.625,5.9375,22.5625,9.6875,14.0,9.3125,20.6875,10.9375,15.1875,4.625,3.5625,17.3125
27,minnesota,17.83,112.1,94.2,66.8,-0.13,12.38,108.6,96.2,2.88,2020,1278.0,1278,80.4,17.82999999999999,112.09999999999997,94.20000000000003,66.79999999999998,-0.12999999999999995,12.379999999999997,108.59999999999997,96.20000000000003,2.8800000000000003,28.866666666666667,60.0,9.8,24.4,12.866666666666667,17.266666666666666,10.6,30.266666666666666,18.333333333333332,11.066666666666666,5.266666666666667,4.6,14.4,1285.5333333333333,61.733333333333334,17.82999999999999,112.09999999999997,94.20000000000003,66.79999999999998,-0.12999999999999995,12.379999999999997,108.59999999999997,96.20000000000003,2.8800000000000003,23.466666666666665,60.2,5.266666666666667,19.6,9.533333333333333,13.466666666666667,9.133333333333333,22.6,11.466666666666667,11.466666666666667,4.933333333333334,2.7333333333333334,16.133333333333333
43,stanford,14.11,104.4,90.3,68.3,-0.08,4.97,104.2,99.2,-4.02,2020,1390.0,1390,73.35,14.110000000000005,104.40000000000005,90.29999999999997,68.29999999999998,-0.08000000000000002,4.97,104.20000000000002,99.20000000000003,-4.019999999999998,26.65,54.25,7.6,19.65,12.45,18.05,7.1,28.15,13.8,13.95,7.45,3.85,14.95,1345.6,57.95,14.110000000000005,104.40000000000005,90.29999999999997,68.29999999999998,-0.08000000000000002,4.97,104.20000000000002,99.20000000000003,-4.019999999999998,21.2,56.55,6.1,21.75,9.45,14.65,9.85,24.05,9.5,16.25,5.95,3.75,17.85
45,xavier,13.9,106.1,92.2,68.1,-0.013,9.93,108.3,98.4,1.74,2020,1462.0,1462,72.57894736842105,13.900000000000004,106.09999999999995,92.20000000000003,68.1,-0.013000000000000006,9.930000000000003,108.29999999999997,98.40000000000003,1.7399999999999993,26.36842105263158,59.578947368421055,7.105263157894737,22.05263157894737,12.736842105263158,19.63157894736842,12.31578947368421,29.68421052631579,15.210526315789474,15.263157894736842,6.7894736842105265,4.0,16.526315789473685,1299.578947368421,62.36842105263158,13.900000000000004,106.09999999999995,92.20000000000003,68.1,-0.013000000000000006,9.930000000000003,108.29999999999997,98.40000000000003,1.7399999999999993,22.68421052631579,60.94736842105263,5.578947368421052,21.157894736842106,11.421052631578947,16.526315789473685,10.789473684210526,24.526315789473685,11.421052631578947,14.0,7.526315789473684,3.3684210526315788,18.789473684210527
47,arkansas,13.59,109.1,95.5,71.2,-0.047,6.53,106.7,100.2,1.28,2020,1116.0,1116,77.35,13.59,109.09999999999995,95.5,71.20000000000002,-0.047000000000000014,6.529999999999999,106.70000000000002,100.20000000000003,1.2800000000000002,26.1,56.8,7.85,22.9,17.3,23.4,7.35,25.3,13.2,11.35,8.55,4.25,17.95,1321.5,63.15,13.59,109.09999999999995,95.5,71.20000000000002,-0.047000000000000014,6.529999999999999,106.70000000000002,100.20000000000003,1.2800000000000002,22.55,56.1,4.7,19.3,13.35,19.5,10.35,25.9,9.5,16.95,5.15,2.4,21.3
48,mississippi st.,13.57,113.4,99.8,66.2,-0.001,6.27,106.0,99.7,0.07,2020,1280.0,1280,77.3,13.569999999999997,113.40000000000005,99.79999999999997,66.20000000000002,-0.0010000000000000005,6.269999999999998,106.0,99.70000000000003,0.07000000000000003,27.15,52.8,5.2,14.7,17.8,23.85,10.7,26.55,14.75,14.15,5.75,5.45,16.4,1273.65,63.55,13.569999999999997,113.40000000000005,99.79999999999997,66.20000000000002,-0.0010000000000000005,6.269999999999998,106.0,99.70000000000003,0.07000000000000003,22.9,57.0,6.2,21.5,11.55,15.75,9.95,18.4,11.3,12.35,7.25,2.45,19.85
49,northern iowa,13.43,112.7,99.3,65.8,0.019,0.97,102.6,101.6,1.26,2020,1320.0,1320,76.0,13.430000000000005,112.7,99.29999999999998,65.79999999999997,0.019000000000000006,0.9699999999999998,102.59999999999995,101.59999999999997,1.2600000000000007,26.73913043478261,55.52173913043478,9.434782608695652,23.08695652173913,13.08695652173913,16.956521739130434,8.695652173913043,27.47826086956522,12.173913043478262,12.043478260869565,4.913043478260869,2.217391304347826,13.521739130434783,1261.9130434782608,63.43478260869565,13.430000000000005,112.7,99.29999999999998,65.79999999999997,0.019000000000000006,0.9699999999999998,102.59999999999995,101.59999999999997,1.2600000000000007,23.82608695652174,57.17391304347826,6.6521739130434785,20.956521739130434,9.130434782608695,13.347826086956522,8.26086956521739,22.08695652173913,9.478260869565217,11.0,6.782608695652174,2.1739130434782608,16.347826086956523
51,syracuse,13.28,112.8,99.6,68.3,-0.06,6.7,105.6,98.9,-1.28,2020,1393.0,1393,78.11111111111111,13.28,112.79999999999997,99.59999999999997,68.29999999999998,-0.060000000000000026,6.700000000000002,105.59999999999997,98.90000000000003,-1.2800000000000002,26.72222222222222,57.166666666666664,8.722222222222221,24.166666666666668,15.944444444444445,21.22222222222222,10.166666666666666,28.22222222222222,15.833333333333334,11.222222222222221,8.222222222222221,5.0,14.88888888888889,1283.2777777777778,61.5,13.28,112.79999999999997,99.59999999999997,68.29999999999998,-0.060000000000000026,6.700000000000002,105.59999999999997,98.90000000000003,-1.2800000000000002,21.27777777777778,58.0,8.333333333333334,28.444444444444443,10.61111111111111,15.166666666666666,11.11111111111111,22.77777777777778,15.666666666666666,14.0,5.444444444444445,2.3333333333333335,18.055555555555557
52,connecticut,12.97,108.6,95.6,68.5,-0.077,4.52,103.1,98.6,-1.69,2020,1163.0,1163,75.26315789473684,12.97,108.59999999999995,95.59999999999997,68.5,-0.07699999999999999,4.519999999999998,103.09999999999995,98.59999999999997,-1.6900000000000004,26.263157894736842,59.05263157894737,7.052631578947368,21.210526315789473,15.68421052631579,21.31578947368421,13.368421052631579,24.68421052631579,13.473684210526315,12.789473684210526,7.052631578947368,6.2631578947368425,16.57894736842105,1300.8947368421052,61.78947368421053,12.97,108.59999999999995,95.59999999999997,68.5,-0.07699999999999999,4.519999999999998,103.09999999999995,98.59999999999997,-1.6900000000000004,22.473684210526315,56.21052631578947,5.0,16.789473684210527,11.842105263157896,15.473684210526315,10.789473684210526,21.894736842105264,10.421052631578947,15.578947368421053,5.894736842105263,3.6315789473684212,19.210526315789473
53,oklahoma st.,12.73,107.2,94.5,68.4,0.034,11.31,107.1,95.8,4.17,2020,1329.0,1329,73.5,12.729999999999997,107.20000000000003,94.5,68.4,0.034000000000000016,11.31,107.09999999999997,95.79999999999997,4.170000000000001,25.444444444444443,54.833333333333336,6.166666666666667,18.11111111111111,16.444444444444443,21.833333333333332,10.166666666666666,28.055555555555557,13.61111111111111,13.555555555555555,7.333333333333333,4.222222222222222,17.22222222222222,1323.5,59.05555555555556,12.729999999999997,107.20000000000003,94.5,68.4,0.034000000000000016,11.31,107.09999999999997,95.79999999999997,4.170000000000001,20.333333333333332,56.55555555555556,6.055555555555555,24.72222222222222,12.333333333333334,17.72222222222222,10.61111111111111,21.944444444444443,10.555555555555555,14.833333333333334,6.5,2.1666666666666665,18.72222222222222
54,washington,12.67,105.8,93.1,69.8,-0.157,7.6,105.4,97.8,1.03,2020,1449.0,1449,76.06666666666666,12.669999999999996,105.79999999999997,93.09999999999998,69.79999999999998,-0.157,7.599999999999998,105.40000000000003,97.79999999999997,1.0299999999999998,26.266666666666666,54.0,6.8,19.0,16.733333333333334,22.333333333333332,7.666666666666667,27.333333333333332,14.133333333333333,14.066666666666666,8.0,6.733333333333333,16.466666666666665,1248.2,60.06666666666667,12.669999999999996,105.79999999999997,93.09999999999998,69.79999999999998,-0.157,7.599999999999998,105.40000000000003,97.79999999999997,1.0299999999999998,20.933333333333334,60.0,6.8,23.0,11.4,17.0,12.6,21.4,12.133333333333333,15.0,5.6,1.7333333333333334,19.066666666666666
57,notre dame,12.09,110.7,98.6,68.1,-0.021,5.02,104.9,99.9,-8.69,2020,1323.0,1323,78.85,12.090000000000002,110.70000000000002,98.59999999999997,68.1,-0.021000000000000005,5.019999999999998,104.90000000000005,99.90000000000003,-8.69,28.0,62.75,10.65,28.75,12.2,16.35,10.35,29.65,17.55,9.4,6.0,4.05,11.55,1276.15,65.2,12.090000000000002,110.70000000000002,98.59999999999997,68.1,-0.021000000000000005,5.019999999999998,104.90000000000005,99.90000000000003,-8.69,24.9,63.35,7.35,23.65,8.05,11.6,10.65,26.35,12.6,11.75,5.4,2.85,15.5
